Subject;Activity;Verb phrases;Noun phrases;ActivityCombined;VerbPhrases;NounPhrases;ProperNouns
Sales depatrtment;Deny customer;denies;"Sales depatrtment;customer";Sales depatrtment Deny customer;Denies;Sales depatrtment|customer;
Sales depatrtment;Deny order;denies;"Sales depatrtment;order";Sales depatrtment Deny order;Denies;Sales depatrtment|order;
Sales depatrtment;Check availability;checks;"Sales depatrtment;availability";Sales depatrtment Check availability;Checks;Sales depatrtment|availability;
Sales depatrtment;Generate order confirmation;generates;"Sales depatrtment;order confirmation";Sales depatrtment Generate order confirmation;Generates;Sales depatrtment|order confirmation;
Sales depatrtment;Generate invoice;generates;"Sales depatrtment;invoice";Sales depatrtment Generate invoice;Generates;Sales depatrtment|invoice;
Sales depatrtment;Send invoice;sends;"Sales depatrtment;invoice";Sales depatrtment Send invoice;Sends;Sales depatrtment|invoice;
Sales depatrtment;Check payment;checks;"Sales depatrtment;payment";Sales depatrtment Check payment;Checks;Sales depatrtment|payment;
Sales depatrtment;Check no. of reminders;checks;"Sales depatrtment;no. of reminders";Sales depatrtment Check no. of reminders;Checks;Sales depatrtment|reminders;
Sales depatrtment;Send reminder;sends;"Sales depatrtment;reminder";Sales depatrtment Send reminder;Sends;Sales depatrtment|reminder;
Sales depatrtment;Confirm payment;confirms;"Sales depatrtment;payment";Sales depatrtment Confirm payment;depatrtments Confirm;Sales|payment;
Warehouse;Pick articles from storage;picks;"Warehouse;articles from storage";Warehouse Pick articles from storage;;Warehouse Pick articles from storage;
Warehouse;Pack articles;packs;"Warehouse;articles";Warehouse Pack articles;;Warehouse Pack articles;
Warehouse;Send articles;sends;"Warehouse;articles";Warehouse Send articles;Sends;Warehouse|articles;
Sales;Check Customer Data;checks;"Sales;Customer Data";Sales Check Customer Data;Checks;Sales|Customer Data;
Sales;Check customer requirements;checks;"Sales;customer requirements";Sales Check customer requirements;;Sales Check customer requirements;
Sales;deny customer;denies;"Sales;customer";Sales deny customer;denies;Sales|customer;
Sales;create customer;creates;"Sales;customer";Sales create customer;creates;Sales|customer;
Sales;generate order confirmation;generates;"Sales;order confirmation";Sales generate order confirmation;generates;Sales|order confirmation;
Accounting;check solvency;checks;"Accounting;solvency";Accounting check solvency;;Accounting check solvency;
Accounting;generate Invoice;generates;"Accounting;Invoice";Accounting generate Invoice;generates;Accounting|Invoice;
Accounting;send Invoice;sends;"Accounting;Invoice";Accounting send Invoice;sends;Accounting|Invoice;
Accounting;check No. of reminders;checks;"Accounting;No. of reminders";Accounting check No. of reminders;;Accounting check|. of reminders;
Accounting;finish order;finishes;"Accounting;order";Accounting finish order;;Accounting finish order;
Dispositon;check availability;checks;"Dispositon;availability";Dispositon check availability;checks;Dispositon|availability;
Logistics;pick order;picks;"Logistics;order";Logistics pick order;;Logistics pick order;
Logistics;pack articles;packs;"Logistics;articles";Logistics pack articles;;Logistics pack articles;
Logistics;handover to express company;handovers to;"Logistics;express company";Logistics handover to express company;expresses;Logistics handover to|company;
Logistics;send shipping information;sends;"Logistics;shipping information";Logistics send shipping information;sends;Logistics|shipping information;
Sales;enter customer data;enters;"Sales;customer data";Sales enter customer data;enters;Sales|customer data;
Warehousing;deliver product;delivers;"Warehousing;product";Warehousing deliver product;delivers;Warehousing|product;
bank;contact client;contacts;"bank;client";bank contact client;;bank contact client;
bank;check client pers. data;checks;"bank;client pers. data";bank check client pers. data;;bank check client pers|data;
bank;offer savings account;offers;"bank;savings account";bank offer savings account;offers;bank|savings account;
bank;offer time desposits;offers;"bank;time desposits";bank offer time desposits;;bank offer time desposits;
bank;offer current account;offers;"bank;current account";bank offer current account;offers;bank|current account;
bank;ask desired accounts;asks;"bank;desired accounts";bank ask desired accounts;asks desired;bank|accounts;
bank;open selected accounts;selects;"bank;accounts";bank open selected accounts;selects;bank|accounts;
Finance;Check solvency;checks;"Finance;solvency";Finance Check solvency;;Finance Check solvency;
Finance;accepting order;accepts;"Finance;order";Finance accepting order;accepts;Finance|order;
Finance;Cancel the order;cancels;"Finance;order";Finance Cancel the order;Cancels;Finance|order;
Finance;check the reminder;checks;"Finance;reminder";Finance check the reminder;checks;Finance|reminder;
Finance;send reminder;sends;"Finance;reminder";Finance send reminder;sends;Finance|reminder;
Finance;go to court;goes to;"Finance;court";Finance go to court;goes to;Finance|court;
Finance;finish the order;finishes;"Finance;order";Finance finish the order;finishes;Finance|order;
Sales;Save customer data;saves;"Sales;customer data";Sales Save customer data;Saves;Sales|customer data;
Sales;Cancel the order;cancels;"Sales;order";Sales Cancel the order;Cancels;Sales|order;
Sales;Check customer status;checks;"Sales;customer status";Sales Check customer status;;Sales Check customer status;
Sales;Create order confirmation;creates;"Sales;order confirmation";Sales Create order confirmation;Creates;Sales|order confirmation;
Sales;prepare invoice;prepares;"Sales;invoice";Sales prepare invoice;prepares;Sales|invoice;
Sales;check for payment;checks for;"Sales;payment";Sales check for payment;checks for;Sales|payment;
Warehouse;Check stock;checks;"Warehouse;stock";Warehouse Check stock;;Warehouse Check stock;
Warehouse;production;;Warehouse production;Warehouse production;;Warehouse production;
Warehouse;get articels;gets;"Warehouse;articels";Warehouse get articels;gets;Warehouse|articels;
Warehouse;deliver goods;delivers;"Warehouse;goods";Warehouse deliver goods;delivers;Warehouse|goods;
Logistic;take goods;takes;"Logistic;goods";Logistic take goods;takes;goods;
restaurant;Ask for free table;asks for;"restaurant;free table";restaurant Ask for free table;Asks for;restaurant|free table;
restaurant;take a seat;takes;"restaurant;seat";restaurant take a seat;takes;restaurant|seat;
restaurant;leave the restaurant;leaves;"restaurant;restaurant";restaurant leave the restaurant;leaves;restaurant|restaurant;
restaurant;look at the menu;looks at;"restaurant;menu";restaurant look at the menu;;restaurant look at the menu;
restaurant;order a salad;orders;"restaurant;salad";restaurant order a salad;;restaurant order a salad;
restaurant;order a tiramisu;orders;"restaurant;tiramisu";restaurant order a tiramisu;;restaurant order a tiramisu;
restaurant;order red wine;orders;"restaurant;red wine";restaurant order red wine;;restaurant order red wine;
restaurant;eat;eats;"restaurant;nan";restaurant eat;eats;restaurant;
restaurant;ask for bill;asks for;"restaurant;bill";restaurant ask for bill;;restaurant ask for bill;
restaurant;pay the bill;pays;"restaurant;bill";restaurant pay the bill;pays;restaurant|bill;
Itlian Restaurant;Take a seat and ask for the menu;takes;"Itlian Restaurant;seat|menu";Itlian Restaurant Take a seat and ask for the menu;Takes|asks for;Itlian Restaurant|seat|menu;
Itlian Restaurant;Order a glass of red wine;orders;"Itlian Restaurant;glass of red wine";Itlian Restaurant Order a glass of red wine;;Itlian Restaurant Order a glass of red wine;
Itlian Restaurant;Order a salad;orders;"Itlian Restaurant;salad";Itlian Restaurant Order a salad;;Itlian Restaurant Order a salad;
Itlian Restaurant;Ask for kinds of desserts;asks for;"Itlian Restaurant;kinds of desserts";Itlian Restaurant Ask for kinds of desserts;Asks for;Itlian Restaurant|kinds of desserts;
Itlian Restaurant;Order a desert;orders;"Itlian Restaurant;desert";Itlian Restaurant Order a desert;;Itlian Restaurant Order a desert;
Itlian Restaurant;Do not order a desert;orders;"Itlian Restaurant;desert";Itlian Restaurant Do not order a desert;orders;Itlian Restaurant|desert;
Itlian Restaurant;Ask for the bill;asks for;"Itlian Restaurant;bill";Itlian Restaurant Ask for the bill;;Itlian Restaurant Ask for the bill;
Itlian Restaurant;Pay the bill;pays;"Itlian Restaurant;bill";Itlian Restaurant Pay the bill;Pays;Itlian Restaurant|bill;
Client;check desert menu;checks;"Client;desert menu";Client check desert menu;checks;Client|desert menu;
Client;take seat;takes;"Client;seat";Client take seat;takes;Client|seat;
Client;order salad;orders;"Client;salad";Client order salad;;Client order salad;
Client;order wine;orders;"Client;wine";Client order wine;orders;Client|wine;
Client;order tiramisu;orders;"Client;tiramisu";Client order tiramisu;;Client order tiramisu;
Client;order no desert;orders;"Client;desert";Client order no desert;;Client order no desert;
Client;have dinner;has;"Client;dinner";Client have dinner;has;Client|dinner;
Client;ask for bill;asks for;"Client;bill";Client ask for bill;asks for;Client|bill;
Client;pay bill;pays;"Client;bill";Client pay bill;;Client pay bill;
Client;get wine;gets;"Client;wine";Client get wine;gets;Client|wine;
Client;get dinner;gets;"Client;dinner";Client get dinner;gets;Client|dinner;
Restaurant;Ask for free table;asks for;"Restaurant;free table";Restaurant Ask for free table;Asks for;Restaurant|free table;
Restaurant;take a seat;takes;"Restaurant;seat";Restaurant take a seat;takes;Restaurant|seat;
Restaurant;leave restaurant;leaves;"Restaurant;restaurant";Restaurant leave restaurant;leaves;Restaurant|restaurant;
Restaurant;take a look at the menu;takes;"Restaurant;look at the menu";Restaurant take a look at the menu;takes;Restaurant|look at the menu;
Restaurant;order red wine;orders;"Restaurant;red wine";Restaurant order red wine;;Restaurant order red wine;
Restaurant;order tiramisu;orders;"Restaurant;tiramisu";Restaurant order tiramisu;;Restaurant order tiramisu;
