Subject;Activity;Verb phrases;Noun phrases;ActivityCombined;VerbPhrases;NounPhrases;ProperNouns
Sales;Enroll Customer;enrolls;"Sales;Customer";Sales Enroll Customer;enrolls;sales|customer;
Sales;Check Stock;checks;"Sales;Stock";Sales Check Stock;;sales check stock;
Sales;Send Invoice;sends;"Sales;Invoice";Sales Send Invoice;sends;sales|invoice;
Sales;Prepare Shipment;prepares;"Sales;Shipment";Sales Prepare Shipment;prepares;sales|shipment;
Sales;Packing Products;packs;"Sales;Products";Sales Packing Products;;sales packing products;
Sales;Reject;rejects;"Sales;nan";Sales Reject;;sales reject;
Finance;Check Credit;checks;"Finance;Credit";Finance Check Credit;;finance check credit;
Finance;Check Payment;checks;"Finance;Payment";Finance Check Payment;;finance check payment;
Finance;Reject;rejects;"Finance;nan";Finance Reject;;finance reject;
Customer Management;check customer;checks;"Customer Management;customer";Customer Management check customer;;customer management check customer;
Customer Management;check customer status;checks;"Customer Management;customer status";Customer Management check customer status;checks;customer management|customer status;
Customer Management;enter customer data;enters;"Customer Management;customer data";Customer Management enter customer data;enters;customer management|customer data;
Customer Management;reject order;rejects;"Customer Management;order";Customer Management reject order;rejects;customer management|order;
Customer Management;check credit bureau entries;checks;"Customer Management;credit bureau entries";Customer Management check credit bureau entries;checks;customer management|credit bureau entries;
Sales & Logistics;collect order data;collects;"Sales & Logistics;order data";Sales & Logistics collect order data;collects;sales|logistics|order data;
Sales & Logistics;send order confirmation;sends;"Sales & Logistics;order confirmation";Sales & Logistics send order confirmation;sends;sales|logistics|order confirmation;
Sales & Logistics;deliver article;delivers;"Sales & Logistics;article";Sales & Logistics deliver article;;sales|logistics deliver article;
Sales & Logistics;close order;closes;"Sales & Logistics;order";Sales & Logistics close order;;sales|logistics close order;
Warehousing;check availability;checks;"Warehousing;availability";Warehousing check availability;;warehousing check availability;
Warehousing;take article;takes;"Warehousing;article";Warehousing take article;;warehousing take article;
Accounting;check payment morale;checks;"Accounting;payment morale";Accounting check payment morale;;accounting check payment morale;
Accounting;send invoice;sends;"Accounting;invoice";Accounting send invoice;sends;accounting|invoice;
Accounting;check payment;checks;"Accounting;payment";Accounting check payment;;accounting check payment;
Accounting;check reminders;checks;"Accounting;reminders";Accounting check reminders;;accounting check reminders;
Accounting;send reminder;sends;"Accounting;reminder";Accounting send reminder;sends;accounting|reminder;
Accounting;engage a lawayer;engages;"Accounting;lawayer";Accounting engage a lawayer;engages;accounting|lawayer;
Accounting;reject order;rejects;"Accounting;order";Accounting reject order;;accounting reject order;
Production;produce article;produces;"Production;article";Production produce article;;production produce article;
help desk;check purpose of visit;checks;"help desk;purpose of visit";help desk check purpose of visit;;help desk check purpose of visit;
help desk;inform the account manager;informs;"help desk;account manager";help desk inform the account manager;informs;help desk|account manager;
account manager;create client account;creates;"account manager;client account";account manager create client account;creates;account manager|client account;
account manager;create personal data;creates;"account manager;personal data";account manager create personal data;creates;account manager|personal data;
account manager;create savings account;creates;"account manager;savings account";account manager create savings account;creates;account manager|savings account;
account manager;check needs;checks;"account manager;needs";account manager check needs;;account manager check needs;
Sales;confirm Order;confirms;"Sales;Order";Sales confirm Order;confirms;sales|order;
Sales;Create Order Denial;creates;"Sales;Order Denial";Sales Create Order Denial;creates;sales|order denial;
Sales;Price Negotiation;;Sales Price Negotiation;Sales Price Negotiation;;sales price negotiation;
Sales;Send offer;sends;"Sales;offer";Sales Send offer;sends;sales|offer;
Sales;Order Negotiation;;Sales Order Negotiation;Sales Order Negotiation;;sales order negotiation;
Sales;check database;checks;"Sales;database";Sales check database;;sales check database;
Logistics;Check Availability in Stock;checks;"Logistics;Availability in Stock";Logistics Check Availability in Stock;;logistics check availability in stock;
Logistics;Pack articles;packs;"Logistics;articles";Logistics Pack articles;;logistics pack articles;
Logistics;Send articles;sends;"Logistics;articles";Logistics Send articles;sends;logistics|articles;
Logistics;take out of stock;takes out;"Logistics;stock";Logistics take out of stock;takes;logistics|out of stock;
Finance Department;Generate Invoice;generates;"Finance Department;Invoice";Finance Department Generate Invoice;generates;finance department|invoice;
Finance Department;Check payment;checks;"Finance Department;payment";Finance Department Check payment;;finance department check payment;
Finance Department;Send Payment Confirmation;sends;"Finance Department;Payment Confirmation";Finance Department Send Payment Confirmation;sends;finance department|payment confirmation;
Finance Department;send new reminder;sends;"Finance Department;new reminder";Finance Department send new reminder;sends;finance department|new reminder;
Finance Department;Send invoice;sends;"Finance Department;invoice";Finance Department Send invoice;sends;finance department|invoice;
Sales;check customers;checks;"Sales;customers";Sales check customers;;sales check customers;
Sales;check customers age;checks;"Sales;customers age";Sales check customers age;;sales check customers age;
Sales;save customer data;saves;"Sales;customer data";Sales save customer data;saves;sales|customer data;
Sales;check credit status;checks;"Sales;credit status";Sales check credit status;;sales check credit status;
Sales;create customer account;creates;"Sales;customer account";Sales create customer account;creates;sales|customer account;
Sales;do not create an account;creates;"Sales;account";Sales do not create an account;creates;sales|account;
Sales;create a saving account;creates;"Sales;account";Sales create a saving account;creates;sales|saving account;
Sales;create a time desposit;creates;"Sales;time";Sales create a time desposit;creates;sales|time desposit;
Sales;create a current account;creates;"Sales;current account";Sales create a current account;creates;sales|current account;
Sales;check customer type;checks;"Sales;customer type";Sales check customer type;;sales check customer type;
Sales;refuse order;refuses;"Sales;order";Sales refuse order;refuses;sales|order;
Sales;apply customer to database;applies;"Sales;customer to database";Sales apply customer to database;applies;sales|customer to database;
Sales;send offer;sends;"Sales;offer";Sales send offer;sends;sales|offer;
Sales;customer refueses offer;offers;"Sales;customer refueses";Sales customer refueses offer;offers;sales customer refueses;
Sales;send confirmation of payment;sends;"Sales;confirmation of payment";Sales send confirmation of payment;sends;sales|confirmation of payment;
Warehouse;check stock;checks;"Warehouse;stock";Warehouse check stock;;warehouse check stock;
Financing;check solvency;checks;"Financing;solvency";Financing check solvency;;financing check solvency;
Financing;refuse order;refuses;"Financing;order";Financing refuse order;finances;refuse order;
Financing;check payment;checks;"Financing;payment";Financing check payment;;financing check payment;
Financing;prepare invoice;prepares;"Financing;invoice";Financing prepare invoice;prepares;financing|invoice;
Logistics;deliver invoice;delivers;"Logistics;invoice";Logistics deliver invoice;delivers;logistics|invoice;
Logistics;deliver goods;delivers;"Logistics;goods";Logistics deliver goods;delivers;logistics|goods;
Logistics;prepare order;prepares;"Logistics;order";Logistics prepare order;prepares;logistics|order;
Logistics;deliver order;delivers;"Logistics;order";Logistics deliver order;delivers;logistics|order;
Customer service;ask for customers needs;asks for;"Customer service;customers needs";Customer service ask for customers needs;asks for;customer service|customers needs;
Customer service;send to customer advisory;sends to;"Customer service;customer advisory";Customer service send to customer advisory;sends to;customer service|customer advisory;
Customer advisory;ask for kind of account;asks for;"Customer advisory;kind of account";Customer advisory ask for kind of account;asks for;customer advisory|kind of account;
