Subject;Activity;Verb phrases;Noun phrases;ActivityCombined;VerbPhrases;NounPhrases;ProperNouns
Financial Accounting;Check Payment;checks;"Financial Accounting;Payment";Financial Accounting Check Payment;Checks;Payment;Financial Accounting
Financial Accounting;Close Order;closes;"Financial Accounting;Order";Financial Accounting Close Order;;;Financial Accounting Close Order
Financial Accounting;Check number of reminders;checks;"Financial Accounting;number of reminders";Financial Accounting Check number of reminders;Checks;number of reminders;Financial Accounting
Financial Accounting;Start dunning process;starts;"Financial Accounting;dunning process";Financial Accounting Start dunning process;;dunning process;Financial Accounting Start
Financial Accounting;Send reminder;sends;"Financial Accounting;reminder";Financial Accounting Send reminder;Sends;reminder;Financial Accounting
Sales;Check Costumer;checks;"Sales;Costumer";Sales Check Costumer;;Sales|Costumer;
Sales;Check if Costumer is a wholesaler;checks;"Sales;Costumer|wholesaler";Sales Check if Costumer is a wholesaler;;Sales|Costumer|wholesaler;
Sales;Save Data;saves;"Sales;Data";Sales Save Data;;Sales|Data;
Sales;Cancel Order;cancels;"Sales;Order";Sales Cancel Order;;Sales|Order;
Production;Produce goods;produces;"Production;goods";Production Produce goods;Produces;Production|goods;
Logistic;Send goods;sends;"Logistic;goods";Logistic Send goods;Sends;goods;Logistic
Warehouse;Check Stock;checks;"Warehouse;Stock";Warehouse Check Stock;Checks;;Warehouse|Stock
Service Center;Welcome the customer and ask for his wants;"welcomes;asks for";"Service Center;customer|wants";Service Center Welcome the customer and ask for his wants;Welcomes|asks for;customer;Service Center
Service Center;Send him to the advisery service;sends;"Service Center;advisery service";Service Center Send him to the advisery service;Sends;him to the advisery service;Service Center
Advisery Service;Welcome the customer and ask what type of account he wants;welcomes;"Advisery Service;customer|type of account";Advisery Service Welcome the customer and ask what type of account he wants;Welcomes|asks;customer|type of account he;Advisery Service
Advisery Service;Open Saving Account;saves;"Advisery Service;Account";Advisery Service Open Saving Account;;;Advisery Service Open Saving Account
Advisery Service;Ask if he wants something else;asks;"Advisery Service;if he wants something else";Advisery Service Ask if he wants something else;;he|something;Advisery Service Ask
Advisery Service;Ask for his Age;asks for;"Advisery Service;Age";Advisery Service Ask for his Age;;Age;Advisery Service Ask
Advisery Service;Open Time Deposit;opens;"Advisery Service;Time Deposit";Advisery Service Open Time Deposit;;;Advisery Service Open Time Deposit
Advisery Service;Tell him that he is too young and ask if he wants another type;tells;"Advisery Service;type";Advisery Service Tell him that he is too young and ask if he wants another type;Tells|asks if;him that he|he|type;Advisery Service
Advisery Service;Open Credit;opens;"Advisery Service;Credit";Advisery Service Open Credit;;;Advisery Service Open Credit
Advisery Service;Tell him that he is tot young and ask if he wants another type;tells;"Advisery Service;type";Advisery Service Tell him that he is tot young and ask if he wants another type;Tells|asks if;him that he|tot|he|type;Advisery Service
Advisery Service;Thank him and bring him back to the foyer;thanks;"Advisery Service;foyer";Advisery Service Thank him and bring him back to the foyer;Thanks|brings;him|him|foyer;Advisery Service
Production;Production;;Production Production;Production Production;;Production Production;
Sales;Check Customer's Availabilities;checks;"Sales;Customer's Availabilities";Sales Check Customer's Availabilities;;Sales|Customer's Availabilities;
Sales;Enroll Customer;enrolls;"Sales;Customer";Sales Enroll Customer;;Sales|Customer;
Sales;Check Stock;checks;"Sales;Stock";Sales Check Stock;;Sales|Stock;
Sales;Send Invoice;sends;"Sales;Invoice";Sales Send Invoice;;Sales;Invoice
Sales;Prepare Shipment;prepares;"Sales;Shipment";Sales Prepare Shipment;Prepares;Sales|Shipment;
Sales;Packing Products;packs;"Sales;Products";Sales Packing Products;;Sales Packing;Products
Sales;Reject;rejects;"Sales;nan";Sales Reject;;Sales;
Finance;Check Credit;checks;"Finance;Credit";Finance Check Credit;Checks;Credit;Finance
Finance;Check Payment;checks;"Finance;Payment";Finance Check Payment;Checks;Payment;Finance
Finance;Reject;rejects;"Finance;nan";Finance Reject;;;Finance Reject
Customer Management;check customer;checks;"Customer Management;customer";Customer Management check customer;;Customer Management check customer;
Customer Management;check customer status;checks;"Customer Management;customer status";Customer Management check customer status;;Customer Management check customer status;
Customer Management;enter customer data;enters;"Customer Management;customer data";Customer Management enter customer data;;Customer Management|customer data;
Customer Management;reject order;rejects;"Customer Management;order";Customer Management reject order;;Customer Management|order;
Customer Management;check credit bureau entries;checks;"Customer Management;credit bureau entries";Customer Management check credit bureau entries;;Customer Management check credit bureau entries;
Sales & Logistics;collect order data;collects;"Sales & Logistics;order data";Sales & Logistics collect order data;;Sales|order data;Logistics
Sales & Logistics;send order confirmation;sends;"Sales & Logistics;order confirmation";Sales & Logistics send order confirmation;;Sales|order confirmation;Logistics
Sales & Logistics;deliver article;delivers;"Sales & Logistics;article";Sales & Logistics deliver article;;Sales|article;Logistics
Sales & Logistics;close order;closes;"Sales & Logistics;order";Sales & Logistics close order;;Sales|close order;Logistics
Warehousing;check availability;checks;"Warehousing;availability";Warehousing check availability;;Warehousing check availability;
Warehousing;take article;takes;"Warehousing;article";Warehousing take article;takes;Warehousing|article;
Accounting;check payment morale;checks;"Accounting;payment morale";Accounting check payment morale;;Accounting check payment morale;
Accounting;send invoice;sends;"Accounting;invoice";Accounting send invoice;sends;invoice;Accounting
Accounting;check payment;checks;"Accounting;payment";Accounting check payment;;Accounting check payment;
Accounting;check reminders;checks;"Accounting;reminders";Accounting check reminders;;Accounting check reminders;
Accounting;send reminder;sends;"Accounting;reminder";Accounting send reminder;sends;reminder;Accounting
Accounting;engage a lawayer;engages;"Accounting;lawayer";Accounting engage a lawayer;engages;lawayer;Accounting
Accounting;reject order;rejects;"Accounting;order";Accounting reject order;;order;Accounting
Production;produce article;produces;"Production;article";Production produce article;;Production|article;
help desk;check purpose of visit;checks;"help desk;purpose of visit";help desk check purpose of visit;;help desk check purpose of visit;
help desk;inform the account manager;informs;"help desk;account manager";help desk inform the account manager;;help desk|account manager;
account manager;create client account;creates;"account manager;client account";account manager create client account;creates;account manager|client account;
account manager;create personal data;creates;"account manager;personal data";account manager create personal data;creates;account manager|personal data;
account manager;create savings account;creates;"account manager;savings account";account manager create savings account;creates;account manager|savings account;
account manager;check needs;checks;"account manager;needs";account manager check needs;;account manager check needs;
Sales;confirm Order;confirms;"Sales;Order";Sales confirm Order;;Sales|Order;
Sales;Create Order Denial;creates;"Sales;Order Denial";Sales Create Order Denial;;Sales;Order Denial
Sales;Price Negotiation;;Sales Price Negotiation;Sales Price Negotiation;;Sales Price Negotiation;
Sales;Send offer;sends;"Sales;offer";Sales Send offer;;Sales|offer;
Sales;Order Negotiation;;Sales Order Negotiation;Sales Order Negotiation;;Sales;Order Negotiation
Sales;check database;checks;"Sales;database";Sales check database;;Sales check database;
Logistics;Check Availability in Stock;checks;"Logistics;Availability in Stock";Logistics Check Availability in Stock;Checks;Availability;Logistics|Stock
Logistics;Pack articles;packs;"Logistics;articles";Logistics Pack articles;Packs;articles;Logistics
Logistics;Send articles;sends;"Logistics;articles";Logistics Send articles;Sends;articles;Logistics
Logistics;take out of stock;takes out;"Logistics;stock";Logistics take out of stock;takes out;stock;Logistics
Finance Department;Generate Invoice;generates;"Finance Department;Invoice";Finance Department Generate Invoice;;;Finance Department Generate Invoice
Finance Department;Check payment;checks;"Finance Department;payment";Finance Department Check payment;Checks;payment;Finance Department
Finance Department;Send Payment Confirmation;sends;"Finance Department;Payment Confirmation";Finance Department Send Payment Confirmation;Sends;Payment Confirmation;Finance Department
Finance Department;send new reminder;sends;"Finance Department;new reminder";Finance Department send new reminder;sends;new reminder;Finance Department
Finance Department;Send invoice;sends;"Finance Department;invoice";Finance Department Send invoice;Sends;invoice;Finance Department
Sales;check customers;checks;"Sales;customers";Sales check customers;;Sales|customers;
Sales;check customers age;checks;"Sales;customers age";Sales check customers age;;Sales|customers age;
Sales;save customer data;saves;"Sales;customer data";Sales save customer data;;Sales|customer data;
Sales;check credit status;checks;"Sales;credit status";Sales check credit status;;Sales|credit status;
Sales;create customer account;creates;"Sales;customer account";Sales create customer account;;Sales|customer account;
Sales;do not create an account;creates;"Sales;account";Sales do not create an account;creates;Sales|account;
Sales;create a saving account;creates;"Sales;account";Sales create a saving account;;Sales|saving account;
Sales;create a time desposit;creates;"Sales;time";Sales create a time desposit;;Sales|time desposit;
Sales;create a current account;creates;"Sales;current account";Sales create a current account;;Sales|current account;
