Subject;Activity;Verb phrases;Noun phrases;Activity Combined;VerbPhrases;NounPhrases;ProperNouns
Accounting;Goods Receipt Received;receives;"Accounting;Goods Receipt";Accounting Goods Receipt Received;receives;accounting goods receipt;
Accounting;Receive Invoice;receives;"Accounting;Invoice";Accounting Receive Invoice;receives;accounting|invoice;
Accounting;Send Payment;sends;"Accounting;Payment";Accounting Send Payment;sends;accounting|payment;
Purchasing;Receive Requisition;receives;"Purchasing;Requisition";Purchasing Receive Requisition;receives;purchasing|requisition;
Purchasing;Select Vendor;selects;"Purchasing;Vendor";Purchasing Select Vendor;purchases;select vendor;
Supplier;Create an invoice;creates;"Supplier;invoice";Supplier Create an invoice;creates;supplier|invoice;
Supplier;Send ordered Materials;sends;"Supplier;ordered Materials";Supplier Send ordered Materials;sends ordered;supplier|materials;
Supplier;Process Paymement;processes;"Supplier;Paymement";Supplier Process Paymement;;supplier process paymement;
Student;Pick up drop class form;picks up;"Student;drop class form";Student Pick up drop class form;picks up;student|drop class form;
Professor;Sign course drop form;signs;"Professor;course drop form";Professor Sign course drop form;signs;professor|course drop form;
Advisor;Sign course drop form;signs;"Advisor;course drop form";Advisor Sign course drop form;signs;advisor|course drop form;
Sales;Create Quote;creates;"Sales;Quote";Sales Create Quote;creates;sales|quote;
Sales;Create Sales Order;creates;"Sales;Sales Order";Sales Create Sales Order;creates;sales|sales order;
Warehouse;place on backorder;places on;"Warehouse;backorder";Warehouse place on backorder;;warehouse place on backorder;
Warehouse;send Shipment to customer;sends;"Warehouse;Shipment to customer";Warehouse send Shipment to customer;sends;warehouse|shipment to customer;
Warehouse;Add Shipping Information;adds;"Warehouse;Shipping Information";Warehouse Add Shipping Information;adds;warehouse|shipping information;
Accounting;Prepare Invoice;prepares;"Accounting;Invoice";Accounting Prepare Invoice;prepares;accounting|invoice;
Accounting;Record Payment;records;"Accounting;Payment";Accounting Record Payment;;accounting record payment;
Accounting;Send Reminder;sends;"Accounting;Reminder";Accounting Send Reminder;sends;accounting|reminder;
Customer;Create Inquiry;creates;"Customer;Inquiry";Customer Create Inquiry;creates;customer|inquiry;
Customer;Process Shipment;processes;"Customer;Process Shipment";Customer Process Shipment;;customer process shipment;
Customer;Process Payment;processes;"Customer;Process Payment";Customer Process Payment;;customer process payment;
Sales;Treat order;treats;"Sales;order";Sales Treat order;;sales treat order;
Sales;check client data;checks;"Sales;client data";Sales check client data;;sales check client data;
Sales;correct client data;corrects;"Sales;correct client data";Sales correct client data;;sales correct client data;
Sales;check liquity;checks;"Sales;liquity";Sales check liquity;;sales check liquity;
Sales;cancel order;cancels;"Sales;order";Sales cancel order;cancels;sales|order;
Logistics;check stock;checks;"Logistics;stock";Logistics check stock;;logistics check stock;
Logistics;check, if the needed material to produce is available;checks;"Logistics;material";Logistics check, if the needed material to produce is available;needs|produces;logistics check|material to;
Logistics;order material;orders;"Logistics;material";Logistics order material;;logistics order material;
Logistics;produce spare parts;produces;"Logistics;spare parts";Logistics produce spare parts;produces;logistics|spare parts;
Team;Assign roles in teams;assigns;"Team;roles in teams";Team Assign roles in teams;assigns;team|roles in teams;
Legal department;Create new contract proposal;creates;"Legal department;new contract proposal";Legal department Create new contract proposal;creates;legal department|new contract proposal;
Legal department;Check and improve current contract proposal;checks;"Legal department;current contract proposal";Legal department Check and improve current contract proposal;checks|improves;legal department|current contract proposal;
Higher management;Sign contract;signs;"Higher management;contract";Higher management Sign contract;signs;higher management|contract;
Higher management;Deal detailed conditions with chosen FIs;deals;"Higher management;detailed conditions with chosen Fis";Higher management Deal detailed conditions with chosen FIs;deals|chooses;higher management|detailed conditions|fis;
Higher management;Create a bid for FI;creates;"Higher management;bid for FI";Higher management Create a bid for FI;creates;higher management|bid for fi;
Financial department;Analyze current financial institution propositions;analyzes;"Financial department;current financial institution propositions";Financial department Analyze current financial institution propositions;analyzes;financial department|current financial institution propositions;
Agent;Visit FI and propose cooperation;"visits;proposes";"Agent;FI;cooperation";Agent Visit FI and propose cooperation;visits|proposes;agent|fi|cooperation;
Offerer;Contact REA, provide basic information;"contacts;provides";"Offerer;REA;basic information";Offerer Contact REA, provide basic information;provides;offerer contact rea|basic information;
Offerer;Sign contract;signs;"Offerer;contract";Offerer Sign contract;signs;offerer|contract;
Offerer;Revise and correct sale expectations;revises|corrects;"Offerer;sale expectations";Offerer Revise and correct sale expectations;revises;offerer|correct sale expectations;
Offerer;Check contract;checks;"Offerer;contract";Offerer Check contract;;offerer check contract;
Offerer;Correct contract;corrects;"Offerer;contract";Offerer Correct contract;;offerer correct contract;
Higher management;Check sale conditions;checks;"Higher management;sale conditions";Higher management Check sale conditions;;higher management check sale conditions;
Real estate agent;Estate inspection;;Real estate agent Estate inspection;Real estate agent Estate inspection;;real estate agent estate inspection;
Real estate agent;Prepare sale conditions;prepares;"Real estate agent;sale conditions";Real estate agent Prepare sale conditions;prepares;real estate agent|sale conditions;
Real estate agent;Propose sale conditions to the offerer;proposes;"Real estate agent;sale conditions to the offerer";Real estate agent Propose sale conditions to the offerer;proposes;real estate agent|sale conditions to the offerer;
Real estate agent;Agree with the offerer on an inspection date;agrees with;"Real estate agent;offerer on an inspection date";Real estate agent Agree with the offerer on an inspection date;agrees with;real estate agent|offerer on an inspection date;
Legal department;Correct the contract;corrects;"Legal department;contract";Legal department Correct the contract;corrects;legal department|contract;
Legal department;Check contract;checks;"Legal department;contract";Legal department Check contract;;legal department check contract;
ABB Turbo System Service station;Determine turbo charger specifications;determines;"ABB Turbo System Service station;turbo charger specifications";ABB Turbo System Service station Determine turbo charger specifications;determines;abb turbo system service station|turbo charger specifications;
ABB Turbo System Service station;Dispatch Inquiry;dispatches;"ABB Turbo System Service station;Dispatch Inquiry";ABB Turbo System Service station Dispatch Inquiry;;abb turbo system service station dispatch inquiry;
ABB Turbo System Service station;Repair Turbocharger;repairs;"ABB Turbo System Service station;Turbocharger";ABB Turbo System Service station Repair Turbocharger;;abb turbo system service station repair turbocharger;
ABB Turbo System Baden Warehouse;Look for Turbo Charger Drawing;looks for;"ABB Turbo System Baden Warehouse;Turbo Charger Drawing";ABB Turbo System Baden Warehouse Look for Turbo Charger Drawing;looks for;abb turbo system baden warehouse|turbo charger drawing;
ABB Turbo System Baden Warehouse;Identify proper part in drawing;identifies;"ABB Turbo System Baden Warehouse;proper part in drawing";ABB Turbo System Baden Warehouse Identify proper part in drawing;identifies;abb turbo system baden warehouse|proper part in drawing;
ABB Turbo System Baden Warehouse;Check availability in Baden Warehouse;checks;"ABB Turbo System Baden Warehouse;availability in Baden Warehouse";ABB Turbo System Baden Warehouse Check availability in Baden Warehouse;;abb turbo system baden warehouse check availability in baden warehouse;
ABB Turbo System Baden Warehouse;Initiate Shipment;initiates;"ABB Turbo System Baden Warehouse;Shipment";ABB Turbo System Baden Warehouse Initiate Shipment;initiates;abb turbo system baden warehouse|shipment;
