Subject;Activity;Verb phrases;Noun phrases;Activity Combined;VerbPhrases;NounPhrases;ProperNouns
Client;cancel confirmation;cancels;"Client;confirmation";Client cancel confirmation;cancels;Client|confirmation;
Booking Service;Write log message;writes;"Booking Service;log message";Booking Service Write log message;Writes;log message;Booking Service
Traveller;Ask for booking;asks for;"Traveller;booking";Traveller Ask for booking;;booking;Traveller Ask
Insurance Company;process payment;processes;"Insurance Company;payment";Insurance Company process payment;;Insurance Company process payment;
Insurance Company;choose company with the best intervention time;chooses;"Insurance Company;company with the best intervention time";Insurance Company choose company with the best intervention time;chooses;Insurance Company|company|intervention time;
Insurance Company;wait for intervention notification;waits for;"Insurance Company;intervention notification";Insurance Company wait for intervention notification;waits for;intervention notification;Insurance Company
Insurance Company;check customer's insurance policy;checks;"Insurance Company;customer’s insurance policy";Insurance Company check customer's insurance policy;;Insurance Company check customer's insurance policy;
Breakdown service company;send intervention time evaluation;sends;"Breakdown service company;intervention time evaluation";Breakdown service company send intervention time evaluation;;Breakdown service company|intervention time evaluation;
Breakdown service company;send breakdown truck;sends;"Breakdown service company;breakdown truck";Breakdown service company send breakdown truck;;Breakdown service company|breakdown truck;
Breakdown service company;notify transport concluded;notifies;"Breakdown service company;transport";Breakdown service company notify transport concluded;;Breakdown service company|transport;
Customer;examine damage;examines;"Customer;damage";Customer examine damage;;Customer|damage;
Customer;explain solution;explains;"Customer;solution";Customer explain solution;;Customer|solution;
Customer;wait truck notify;waits;"Customer;truck notify";Customer wait truck notify;;Customer wait truck;
Customer;receive medical support;receives;"Customer;medical support";Customer receive medical support;;Customer|medical support;
Customer;wait repair shop notify;waits;"Customer;repair shop notify";Customer wait repair shop notify;;Customer wait repair shop;
Insurance Company;open/handle dossier;opens|handles;"Insurance Company;dossier";Insurance Company open/handle dossier;;Insurance Company open/handle dossier;
Clinic;calculate estimate;calculates;"Clinic;estimate";Clinic calculate estimate;;estimate;Clinic
Clinic;provide healthcare service;provides;"Clinic;healthcare service";Clinic provide healthcare service;;healthcare service;Clinic
Clinic;discharge patient;discharges;"Clinic;patient";Clinic discharge patient;;discharge patient;Clinic
Insurance Company;check customer's domicile;checks;"Insurance Company;customer’s domicile";Insurance Company check customer's domicile;;Insurance Company check customer's domicile;
Insurance Company;find closest healthcare providers covered by the insurance;finds;"Insurance Company;closest healthcare providers covered by the insurance";Insurance Company find closest healthcare providers covered by the insurance;;Insurance Company|healthcare providers|insurance;
Insurance Company;contact healthcare provider;contacts;"Insurance Company;healthcare provider";Insurance Company contact healthcare provider;;Insurance Company contact healthcare provider;
Insurance Company;approve;approves;"Insurance Company;nan";Insurance Company approve;;Insurance Company;
Insurance Company;send specialistic staff;sends;"Insurance Company;specialistic staff";Insurance Company send specialistic staff;;Insurance Company|specialistic staff;
Insurance Company;carry out assessments;carries out;"Insurance Company;assessments";Insurance Company carry out assessments;;Insurance Company|assessments;
Insurance Company;refuse;refuses;"Insurance Company;nan";Insurance Company refuse;;Insurance Company refuse;
Insurance company;check accident position;checks;"Insurance company;accident position";Insurance company check accident position;;Insurance company check accident position;
Insurance company;ask position;asks;"Insurance company;position";Insurance company ask position;asks;Insurance company|position;
Insurance company;notify repair shops list;notifies;"Insurance company;repair shops list";Insurance company notify repair shops list;;Insurance company|repair shops list;
Insurance company;send car to repair shop;sends;"Insurance company;car to repair shop";Insurance company send car to repair shop;repairs;Insurance company|car|shop;
Insurance company;accept;accepts;"Insurance company;nan";Insurance company accept;accepts;Insurance company;
Insurance company;send expert;sends;"Insurance company;expert";Insurance company send expert;;Insurance company|expert;
Insurance company;calculate damage;calculates;"Insurance company;damage";Insurance company calculate damage;;Insurance company|damage;
Insurance company;refuse;refuses;"Insurance company;nan";Insurance company refuse;;Insurance company;
Insurance company;process payment;processes;"Insurance company;payment";Insurance company process payment;;Insurance company process payment;
Repair shop;calculate repair price estimation;calculates;"Repair shop;repair price estimation";Repair shop calculate repair price estimation;;Repair shop|repair price estimation;
Repair shop;repair car;repairs;"Repair shop;car";Repair shop repair car;;Repair shop repair car;
Repair shop;notify reparation concluded;notifies;"Repair shop;reparation";Repair shop notify reparation concluded;;Repair shop|reparation;
Customer;Review Process and Send RFQ;sends;"Customer;Review Process|RFQ";Customer Review Process and Send RFQ;Processes|Sends;Customer Review|RFQ;
Supplier;Send Purchase order;sends;"Supplier;Purchase order";Supplier Send Purchase order;Sends;Supplier|Purchase order;
Supplier;Send PO;sends;"Supplier;PO";Supplier Send PO;Sends;Supplier|PO;
Supplier;Send Invoice;sends;"Supplier;Invoice";Supplier Send Invoice;Sends;Supplier;Invoice
Supplier;Payment Received;receives;"Supplier;Payment";Supplier Payment Received;;Supplier Payment;
Warehouse;purchase requisition;purchases;"Warehouse;requisition";Warehouse purchase requisition;;purchase requisition;Warehouse
Warehouse;Receive PO;receives;"Warehouse;PO";Warehouse Receive PO;;;Warehouse Receive PO
Warehouse;Goods Receipt Received;receives;"Warehouse;Goods Receipt";Warehouse Goods Receipt Received;;;Warehouse Goods Receipt
Accounting;Goods Receipt Received;receives;"Accounting;Goods Receipt";Accounting Goods Receipt Received;;;Accounting Goods Receipt
Accounting;Receive Invoice;receives;"Accounting;Invoice";Accounting Receive Invoice;;;Accounting Receive Invoice
Accounting;Send Payment;sends;"Accounting;Payment";Accounting Send Payment;Sends;Payment;Accounting
Purchasing;Receive Requisition;receives;"Purchasing;Requisition";Purchasing Receive Requisition;;Requisition;Purchasing Receive
Purchasing;Select Vendor;selects;"Purchasing;Vendor";Purchasing Select Vendor;;;Purchasing Select Vendor
Supplier;Create an invoice;creates;"Supplier;invoice";Supplier Create an invoice;Creates;Supplier|invoice;
Supplier;Send ordered Materials;sends;"Supplier;ordered Materials";Supplier Send ordered Materials;Sends;Supplier;Materials
Supplier;Process Paymement;processes;"Supplier;Paymement";Supplier Process Paymement;Processes;Supplier|Paymement;
Student;Pick up drop class form;picks up;"Student;drop class form";Student Pick up drop class form;Picks up;Student|drop class form;
Professor;Sign course drop form;signs;"Professor;course drop form";Professor Sign course drop form;;course drop form;Professor Sign
Advisor;Sign course drop form;signs;"Advisor;course drop form";Advisor Sign course drop form;;course drop form;Advisor Sign
Sales;Create Quote;creates;"Sales;Quote";Sales Create Quote;;Sales|Quote;
Sales;Create Sales Order;creates;"Sales;Sales Order";Sales Create Sales Order;;Sales|Sales Order;
Warehouse;place on backorder;places on;"Warehouse;backorder";Warehouse place on backorder;;place on backorder;Warehouse
Warehouse;send Shipment to customer;sends;"Warehouse;Shipment to customer";Warehouse send Shipment to customer;sends;Shipment to customer;Warehouse
Warehouse;Add Shipping Information;adds;"Warehouse;Shipping Information";Warehouse Add Shipping Information;Adds;;Warehouse|Shipping Information
Accounting;Prepare Invoice;prepares;"Accounting;Invoice";Accounting Prepare Invoice;Prepares;Accounting;Invoice
Accounting;Record Payment;records;"Accounting;Payment";Accounting Record Payment;;Payment;Accounting Record
Accounting;Send Reminder;sends;"Accounting;Reminder";Accounting Send Reminder;Sends;Reminder;Accounting
Customer;Create Inquiry;creates;"Customer;Inquiry";Customer Create Inquiry;Creates;Customer;Inquiry
Customer;Process Shipment;processes;"Customer;Process Shipment";Customer Process Shipment;Processes;Customer|Shipment;
Customer;Process Payment;processes;"Customer;Process Payment";Customer Process Payment;Processes;Customer|Payment;
Sales;Treat order;treats;"Sales;order";Sales Treat order;;Sales|order;
Sales;check client data;checks;"Sales;client data";Sales check client data;;Sales|client data;
Sales;correct client data;corrects;"Sales;correct client data";Sales correct client data;;Sales correct client data;
Sales;check liquity;checks;"Sales;liquity";Sales check liquity;;Sales|liquity;
Sales;cancel order;cancels;"Sales;order";Sales cancel order;;Sales|order;
Logistics;check stock;checks;"Logistics;stock";Logistics check stock;;check stock;Logistics
Logistics;check, if the needed material to produce is available;checks;"Logistics;material";Logistics check, if the needed material to produce is available;produces;check|material;Logistics
Logistics;order material;orders;"Logistics;material";Logistics order material;;order material;Logistics
Logistics;produce spare parts;produces;"Logistics;spare parts";Logistics produce spare parts;;spare parts;Logistics
Team;Assign roles in teams;assigns;"Team;roles in teams";Team Assign roles in teams;;roles in teams;Team Assign
Legal department;Create new contract proposal;creates;"Legal department;new contract proposal";Legal department Create new contract proposal;Creates;Legal department|new contract proposal;
Legal department;Check and improve current contract proposal;checks;"Legal department;current contract proposal";Legal department Check and improve current contract proposal;Checks|improves;Legal department|current contract proposal;
