Subject;Activity;Verb phrases;Noun phrases;Activity Combined;VerbPhrases;NounPhrases;ProperNouns
Administration office;make the repayment to the bank account of the student;makes;"Administration office;repayment to the bank account of the student";Administration office make the repayment to the bank account of the student;makes;Administration office|repayment to the bank account of the student;
Phd Office;Prepare all the document;prepares;"Phd Office;document";Phd Office Prepare all the document;Prepares;Phd Office|document;
Phd Office;Prepare contract;prepares;"Phd Office;contract";Phd Office Prepare contract;Prepares;Phd Office|contract;
Phd Office;Attend to the mark from the professor;attends to;"Phd Office;mark from the professor";Phd Office Attend to the mark from the professor;Attends to;Phd Office|mark from the professor;
Phd Office;Send all document to the administration for repayment;sends;"Phd Office;document to the administration for repayment";Phd Office Send all document to the administration for repayment;Sends|documents to;Phd Office|administration for repayment;
Teacher;make the course;makes;"Teacher;course";Teacher make the course;makes;Teacher|course;
Teacher;Evaluate the students;evaluates;"Teacher;students";Teacher Evaluate the students;Evaluates;Teacher|students;
PhD Office;Attend to the material of the lessons;attends to;"PhD Office;material of the lessons";PhD Office Attend to the material of the lessons;Attends to;PhD Office|material of the lessons;
PhD Office;Attend to the mark;attends to;"PhD Office;mark";PhD Office Attend to the mark;Attends to;PhD Office|mark;
PhD Office;Send document for the payment to the administration;sends;"PhD Office;document for the payment to the administration";PhD Office Send document for the payment to the administration;Sends document for;PhD Office|payment to the administration;
Teacher;prepare the material for the lessons;prepares;"Teacher;material for the lessons";Teacher prepare the material for the lessons;prepares;Teacher|material for the lessons;
Teacher;evaluate student's exam;evaluates;"Teacher;student’s exam";Teacher evaluate student's exam;evaluates;Teacher|student'|exam;
PhD Student;Fill the correct form;fills;"PhD Student;correct form";PhD Student Fill the correct form;Fills;PhD Student|correct form;
PhD Student;pass the exam and upload thesis on the website;"passes;uploads";"PhD Student;exam;thesis on the website";PhD Student pass the exam and upload thesis on the website;passes|uploads;PhD Student|exam|thesis on the website;
PhD Central Office;organize all documentation for the exam;organizes;"PhD Central Office;documentation for the exam";PhD Central Office organize all documentation for the exam;organizes;PhD|documentation for the exam;Central Office
PhD Central Office;store the data;stores;"PhD Central Office;data";PhD Central Office store the data;stores;data;PhD Central Office
Advisor;choose te members of evaluate commission;chooses;"Advisor;members of evaluate commission";Advisor choose te members of evaluate commission;chooses|evaluates;Advisor|members|commission;te
Exam Commission;Evaluate the exam;evaluates;"Exam Commission;exam";Exam Commission Evaluate the exam;Evaluates;exam;Exam Commission
PhD Student;need signature;needs;"PhD Student;signature";PhD Student need signature;needs;PhD Student|signature;
Signatory;Sign the document;signs;"Signatory;document";Signatory Sign the document;Signs;Signatory|document;
Phd Office;send the documents;sends;"Phd Office;documents";Phd Office send the documents;sends;Phd Office|documents;
PhD Student;Prepare all the receipts and submit them;prepares;"PhD Student;receipts";PhD Student Prepare all the receipts and submit them;Prepares|submits;PhD Student|receipts|them;
PhD student;Pick up all the receipts;picks up;"PhD student;receipts";PhD student Pick up all the receipts;Picks up;PhD student|receipts;
PhD office;Gives a quick look to the receipts;gives;"PhD office;quick look to the receipts";PhD office Gives a quick look to the receipts;;PhD office|quick look to the receipts;
PhD student;Must find more funds;finds;"PhD student;more funds";PhD student Must find more funds;finds;PhD student|funds;
Administration office;Check all the information about the recipts;checks;"Administration office;information about the recipts";Administration office Check all the information about the recipts;Checks;Administration office|information about the recipts;
Loan Order Process;Collect Credit Information;collects;"Loan Order Process;Credit Information";Loan Order Process Collect Credit Information;Collects;Loan Order Process|Credit Information;
Loan Order Process;Assess Risk;assesses;"Loan Order Process;Risk";Loan Order Process Assess Risk;Assesses;Loan Order Process|Risk;
Loan Order Process;Request Approval;;Loan Order Process Request Approval;Loan Order Process Request Approval;;Loan Order Process Request Approval;
Loan Order Process;Accept Credit;accepts;"Loan Order Process;Credit";Loan Order Process Accept Credit;Accepts;Loan Order Process|Credit;
Loan Order Process;Reject Credit;rejects;"Loan Order Process;Credit";Loan Order Process Reject Credit;Rejects;Loan Order Process|Credit;
customer;Review the Vendors;reviews;"customer;Vendors";customer Review the Vendors;Reviews;customer|Vendors;
customer;Send the RFQ;sends;"customer;RFQ";customer Send the RFQ;Sends;customer;RFQ
customer;Review the Sales Quote;reviews;"customer;Sales Quote";customer Review the Sales Quote;Reviews;customer|Sales Quote;
sales;Verify the RFQ;verifies;"sales;RFQ";sales Verify the RFQ;Verifies;sales;RFQ
sales;Communicate with the Customer;communicates with;"sales;Customer";sales Communicate with the Customer;Communicates with;sales|Customer;
sales;Review pricing options and generate sales quote;"review;generates";"sales;pricing options;sales quote";sales Review pricing options and generate sales quote;generates;sales Review pricing options|sales;
Customer;Submit the insurance claim;submits;"Customer;insurance claim";Customer Submit the insurance claim;Submits;Customer|insurance claim;
Customer Service Representative;Review the claim;reviews;"Customer Service Representative;claim";Customer Service Representative Review the claim;Reviews;claim;Customer Service Representative
Customer Service Representative;Communicate with the customer;communicates with;"Customer Service Representative;customer";Customer Service Representative Communicate with the customer;Communicates with;customer;Customer Service Representative
Claim Adjuster;Send Payment;sends;"Claim Adjuster;Payment";Claim Adjuster Send Payment;Sends;Claim Adjuster|Payment;
Claim Adjuster;Send rejection letter with explanation;sends;"Claim Adjuster;rejection letter with explanation";Claim Adjuster Send rejection letter with explanation;Sends;Claim Adjuster|rejection letter with explanation;
Supervisor;Evaluate the claim;evaluates;"Supervisor;claim";Supervisor Evaluate the claim;Evaluates;Supervisor|claim;
Customer;Delete Order;deletes;"Customer;Order";Customer Delete Order;Deletes;Customer|Order;
Customer;Order shipped;shippeds;"Customer;Order";Customer Order shipped;;Customer Order;
Catering service;Order Deleted;deleteds;"Catering service;Order";Catering service Order Deleted;;Catering service Order;
Catering service;Check Payment;checks;"Catering service;Payment";Catering service Check Payment;;Catering service Check Payment;
Booking service;Check booking request;checks;"Booking service;booking request";Booking service Check booking request;;Booking service Check booking request;
Traveller;travel choice;;Traveller travel choice;Traveller travel choice;;Traveller travel choice;
Traveller;change reservations;changes;"Traveller;reservations";Traveller change reservations;changes;Traveller|reservations;
Traveller;cancel reservations;cancels;"Traveller;reservations";Traveller cancel reservations;cancels;Traveller|reservations;
Bank;start secure connection;starts;"Bank;secure connection";Bank start secure connection;starts secure;Bank|connection;
Bank;payment authorization request;;Bank payment authorization request;Bank payment authorization request;requests;Bank payment authorization;
Bank;send payment confirmation;sends;"Bank;payment confirmation";Bank send payment confirmation;sends;Bank|payment confirmation;
Booking Service;check request;checks;"Booking Service;request";Booking Service check request;requests;Booking Service check;
Booking Service;book attraction;;Booking Service book attraction;Booking Service book attraction;;Booking Service book attraction;
Booking Service;handle booking manually;handles;"Booking Service;booking";Booking Service handle booking manually;handles;Booking Service|booking;
Booking Service;handle request manually;handles;"Booking Service;request";Booking Service handle request manually;handles request manually;Booking Service;
Client;send selected travel;sends;"Client;selected travel";Client send selected travel;sends;Client|selected travel;
Client;receive confirmation;receives;"Client;confirmation";Client receive confirmation;receives;Client|confirmation;
Client;cancel confirmation;cancels;"Client;confirmation";Client cancel confirmation;cancels;Client|confirmation;
Booking Service;Write log message;writes;"Booking Service;log message";Booking Service Write log message;Writes log;Booking Service|message;
Traveller;Ask for booking;asks for;"Traveller;booking";Traveller Ask for booking;Asks for;Traveller|booking;
Insurance Company;process payment;processes;"Insurance Company;payment";Insurance Company process payment;processes;Insurance Company|payment;
Insurance Company;choose company with the best intervention time;chooses;"Insurance Company;company with the best intervention time";Insurance Company choose company with the best intervention time;chooses;company|intervention time;Insurance Company
Insurance Company;wait for intervention notification;waits for;"Insurance Company;intervention notification";Insurance Company wait for intervention notification;waits for;Insurance Company|intervention notification;
Insurance Company;check customer's insurance policy;checks;"Insurance Company;customer’s insurance policy";Insurance Company check customer's insurance policy;checks;Insurance Company|customer' s insurance policy;
Breakdown service company;send intervention time evaluation;sends;"Breakdown service company;intervention time evaluation";Breakdown service company send intervention time evaluation;sends;Breakdown service company|intervention time evaluation;
Breakdown service company;send breakdown truck;sends;"Breakdown service company;breakdown truck";Breakdown service company send breakdown truck;sends;Breakdown service company|breakdown truck;
Breakdown service company;notify transport concluded;notifies;"Breakdown service company;transport";Breakdown service company notify transport concluded;notifies;Breakdown service company|transport;
Customer;examine damage;examines;"Customer;damage";Customer examine damage;examines;Customer|damage;
Customer;explain solution;explains;"Customer;solution";Customer explain solution;explains;Customer|solution;
Customer;wait truck notify;waits;"Customer;truck notify";Customer wait truck notify;waits|notifies;Customer|truck;
Customer;receive medical support;receives;"Customer;medical support";Customer receive medical support;receives;Customer|medical support;
Customer;wait repair shop notify;waits;"Customer;repair shop notify";Customer wait repair shop notify;waits|notifies;Customer|repair shop;
Insurance Company;open/handle dossier;opens|handles;"Insurance Company;dossier";Insurance Company open/handle dossier;opens|handles;Insurance Company|dossier;
Clinic;calculate estimate;calculates;"Clinic;estimate";Clinic calculate estimate;calculates estimate;Clinic;
